Rank,Movie,Worldwide Revenue,Domestic Revenue,Domestic Share,Foreign Revenue,Foreign Share,Year,Genres,Rating,Vote_Count,Original_Language,Production_Countries,Performance,Rating_Category,Vote_Category
1,Mission: Impossible II,546388108,215409889,39.4,330978219,60.6,2000,Adventure,6.1,6741,en,USA,Blockbuster,Good,Moderate
1,Mission: Impossible II,546388108,215409889,39.4,330978219,60.6,2000,Action,6.1,6741,en,USA,Blockbuster,Good,Moderate
1,Mission: Impossible II,546388108,215409889,39.4,330978219,60.6,2000,Thriller,6.1,6741,en,USA,Blockbuster,Good,Moderate
2,Gladiator,460583960,187705427,40.8,272878533,59.2,2000,Action,8.2,19032,en,UK,Blockbuster,Excellent,Popular
2,Gladiator,460583960,187705427,40.8,272878533,59.2,2000,Action,8.2,19032,en,USA,Blockbuster,Excellent,Popular
2,Gladiator,460583960,187705427,40.8,272878533,59.2,2000,Drama,8.2,19032,en,UK,Blockbuster,Excellent,Popular
2,Gladiator,460583960,187705427,40.8,272878533,59.2,2000,Drama,8.2,19032,en,USA,Blockbuster,Excellent,Popular
2,Gladiator,460583960,187705427,40.8,272878533,59.2,2000,Adventure,8.2,19032,en,UK,Blockbuster,Excellent,Popular
2,Gladiator,460583960,187705427,40.8,272878533,59.2,2000,Adventure,8.2,19032,en,USA,Blockbuster,Excellent,Popular
3,Cast Away,429632142,233632142,54.4,196000000,45.6,2000,Adventure,7.7,11403,en,USA,Blockbuster,Good,Popular
3,Cast Away,429632142,233632142,54.4,196000000,45.6,2000,Drama,7.7,11403,en,USA,Blockbuster,Good,Popular
4,What Women Want,374111707,182811707,48.9,191300000,51.1,2000,Comedy,6.4,3944,en,UK,Blockbuster,Good,Low
4,What Women Want,374111707,182811707,48.9,191300000,51.1,2000,Comedy,6.4,3944,en,USA,Blockbuster,Good,Low
4,What Women Want,374111707,182811707,48.9,191300000,51.1,2000,Romance,6.4,3944,en,UK,Blockbuster,Good,Low
4,What Women Want,374111707,182811707,48.9,191300000,51.1,2000,Romance,6.4,3944,en,USA,Blockbuster,Good,Low
5,Dinosaur,349822765,137748063,39.4,212074702,60.6,2000,Animation,6.5,2530,en,USA,Blockbuster,Good,Low
5,Dinosaur,349822765,137748063,39.4,212074702,60.6,2000,Family,6.5,2530,en,USA,Blockbuster,Good,Low
5,Dinosaur,349822765,137748063,39.4,212074702,60.6,2000,Adventure,6.5,2530,en,USA,Blockbuster,Good,Low
6,How the Grinch Stole Christmas,345842198,260745620,75.4,85096578,24.6,2000,Family,6.8,7591,en,Germany,Blockbuster,Good,Moderate
6,How the Grinch Stole Christmas,345842198,260745620,75.4,85096578,24.6,2000,Family,6.8,7591,en,USA,Blockbuster,Good,Moderate
6,How the Grinch Stole Christmas,345842198,260745620,75.4,85096578,24.6,2000,Comedy,6.8,7591,en,Germany,Blockbuster,Good,Moderate
6,How the Grinch Stole Christmas,345842198,260745620,75.4,85096578,24.6,2000,Comedy,6.8,7591,en,USA,Blockbuster,Good,Moderate
6,How the Grinch Stole Christmas,345842198,260745620,75.4,85096578,24.6,2000,Fantasy,6.8,7591,en,Germany,Blockbuster,Good,Moderate
6,How the Grinch Stole Christmas,345842198,260745620,75.4,85096578,24.6,2000,Fantasy,6.8,7591,en,USA,Blockbuster,Good,Moderate
7,Meet the Parents,330444045,166244045,50.3,164200000,49.7,2000,Comedy,6.7,5916,en,USA,Blockbuster,Good,Moderate
7,Meet the Parents,330444045,166244045,50.3,164200000,49.7,2000,Romance,6.7,5916,en,USA,Blockbuster,Good,Moderate
8,The Perfect Storm,328718434,182618434,55.6,146100000,44.4,2000,Action,6.5,2312,en,USA,Blockbuster,Good,Low
8,The Perfect Storm,328718434,182618434,55.6,146100000,44.4,2000,Adventure,6.5,2312,en,USA,Blockbuster,Good,Low
8,The Perfect Storm,328718434,182618434,55.6,146100000,44.4,2000,Drama,6.5,2312,en,USA,Blockbuster,Good,Low
8,The Perfect Storm,328718434,182618434,55.6,146100000,44.4,2000,Thriller,6.5,2312,en,USA,Blockbuster,Good,Low
9,X-Men,296339528,157299718,53.1,139039810,46.9,2000,Adventure,7.0,11355,en,USA,Blockbuster,Good,Popular
9,X-Men,296339528,157299718,53.1,139039810,46.9,2000,Action,7.0,11355,en,USA,Blockbuster,Good,Popular
9,X-Men,296339528,157299718,53.1,139039810,46.9,2000,Science Fiction,7.0,11355,en,USA,Blockbuster,Good,Popular
10,What Lies Beneath,291420351,155464351,53.3,135956000,46.7,2000,Drama,6.4,1818,en,USA,Blockbuster,Good,Low
10,What Lies Beneath,291420351,155464351,53.3,135956000,46.7,2000,Horror,6.4,1818,en,USA,Blockbuster,Good,Low
10,What Lies Beneath,291420351,155464351,53.3,135956000,46.7,2000,Mystery,6.4,1818,en,USA,Blockbuster,Good,Low
10,What Lies Beneath,291420351,155464351,53.3,135956000,46.7,2000,Thriller,6.4,1818,en,USA,Blockbuster,Good,Low
11,Scary Movie,278019771,157019771,56.5,121000000,43.5,2000,Comedy,6.4,6984,en,USA,Blockbuster,Good,Moderate
12,Charlie's Angels,264105545,125305545,47.4,138800000,52.6,2000,Action,5.8,4148,en,USA,Blockbuster,Average,Low
12,Charlie's Angels,264105545,125305545,47.4,138800000,52.6,2000,Adventure,5.8,4148,en,USA,Blockbuster,Average,Low
12,Charlie's Angels,264105545,125305545,47.4,138800000,52.6,2000,Comedy,5.8,4148,en,USA,Blockbuster,Average,Low
12,Charlie's Angels,264105545,125305545,47.4,138800000,52.6,2000,Crime,5.8,4148,en,USA,Blockbuster,Average,Low
12,Charlie's Angels,264105545,125305545,47.4,138800000,52.6,2000,Thriller,5.8,4148,en,USA,Blockbuster,Average,Low
13,Erin Brockovich,256271286,125595205,49.0,130676081,51.0,2000,Drama,7.4,3198,en,USA,Blockbuster,Good,Low
14,Unbreakable,248118121,95011339,38.3,153106782,61.7,2000,Thriller,7.1,9281,en,USA,Blockbuster,Good,Moderate
14,Unbreakable,248118121,95011339,38.3,153106782,61.7,2000,Drama,7.1,9281,en,USA,Blockbuster,Good,Moderate
14,Unbreakable,248118121,95011339,38.3,153106782,61.7,2000,Mystery,7.1,9281,en,USA,Blockbuster,Good,Moderate
15,Gone in 60 Seconds,237202299,101648571,42.9,135553728,57.1,2000,Action,6.4,4438,en,USA,Blockbuster,Good,Low
15,Gone in 60 Seconds,237202299,101648571,42.9,135553728,57.1,2000,Crime,6.4,4438,en,USA,Blockbuster,Good,Low
15,Gone in 60 Seconds,237202299,101648571,42.9,135553728,57.1,2000,Thriller,6.4,4438,en,USA,Blockbuster,Good,Low
16,Chicken Run,224834564,106834564,47.5,118000000,52.5,2000,Animation,6.8,5040,en,France,Blockbuster,Good,Moderate
16,Chicken Run,224834564,106834564,47.5,118000000,52.5,2000,Animation,6.8,5040,en,UK,Blockbuster,Good,Moderate
16,Chicken Run,224834564,106834564,47.5,118000000,52.5,2000,Animation,6.8,5040,en,USA,Blockbuster,Good,Moderate
16,Chicken Run,224834564,106834564,47.5,118000000,52.5,2000,Comedy,6.8,5040,en,France,Blockbuster,Good,Moderate
16,Chicken Run,224834564,106834564,47.5,118000000,52.5,2000,Comedy,6.8,5040,en,UK,Blockbuster,Good,Moderate
16,Chicken Run,224834564,106834564,47.5,118000000,52.5,2000,Comedy,6.8,5040,en,USA,Blockbuster,Good,Moderate
16,Chicken Run,224834564,106834564,47.5,118000000,52.5,2000,Family,6.8,5040,en,France,Blockbuster,Good,Moderate
16,Chicken Run,224834564,106834564,47.5,118000000,52.5,2000,Family,6.8,5040,en,UK,Blockbuster,Good,Moderate
16,Chicken Run,224834564,106834564,47.5,118000000,52.5,2000,Family,6.8,5040,en,USA,Blockbuster,Good,Moderate
17,Vertical Limit,215663859,69243859,32.1,146420000,67.9,2000,Adventure,6.0,1025,en,Germany,Blockbuster,Good,Low
17,Vertical Limit,215663859,69243859,32.1,146420000,67.9,2000,Adventure,6.0,1025,en,USA,Blockbuster,Good,Low
17,Vertical Limit,215663859,69243859,32.1,146420000,67.9,2000,Action,6.0,1025,en,Germany,Blockbuster,Good,Low
17,Vertical Limit,215663859,69243859,32.1,146420000,67.9,2000,Action,6.0,1025,en,USA,Blockbuster,Good,Low
17,Vertical Limit,215663859,69243859,32.1,146420000,67.9,2000,Thriller,6.0,1025,en,Germany,Blockbuster,Good,Low
17,Vertical Limit,215663859,69243859,32.1,146420000,67.9,2000,Thriller,6.0,1025,en,USA,Blockbuster,Good,Low
18,The Patriot,215294342,113330342,52.6,101964000,47.4,2000,Drama,7.2,3926,en,Germany,Blockbuster,Good,Low
18,The Patriot,215294342,113330342,52.6,101964000,47.4,2000,Drama,7.2,3926,en,USA,Blockbuster,Good,Low
18,The Patriot,215294342,113330342,52.6,101964000,47.4,2000,History,7.2,3926,en,Germany,Blockbuster,Good,Low
18,The Patriot,215294342,113330342,52.6,101964000,47.4,2000,History,7.2,3926,en,USA,Blockbuster,Good,Low
18,The Patriot,215294342,113330342,52.6,101964000,47.4,2000,War,7.2,3926,en,Germany,Blockbuster,Good,Low
18,The Patriot,215294342,113330342,52.6,101964000,47.4,2000,War,7.2,3926,en,USA,Blockbuster,Good,Low
18,The Patriot,215294342,113330342,52.6,101964000,47.4,2000,Action,7.2,3926,en,Germany,Blockbuster,Good,Low
18,The Patriot,215294342,113330342,52.6,101964000,47.4,2000,Action,7.2,3926,en,USA,Blockbuster,Good,Low
19,"Crouching Tiger, Hidden Dragon",213525736,128078872,60.0,85446864,40.0,2000,Adventure,7.4,3213,zh,Hong Kong,Blockbuster,Good,Low
19,"Crouching Tiger, Hidden Dragon",213525736,128078872,60.0,85446864,40.0,2000,Adventure,7.4,3213,zh,Taiwan,Blockbuster,Good,Low
19,"Crouching Tiger, Hidden Dragon",213525736,128078872,60.0,85446864,40.0,2000,Adventure,7.4,3213,zh,USA,Blockbuster,Good,Low
19,"Crouching Tiger, Hidden Dragon",213525736,128078872,60.0,85446864,40.0,2000,Drama,7.4,3213,zh,Hong Kong,Blockbuster,Good,Low
19,"Crouching Tiger, Hidden Dragon",213525736,128078872,60.0,85446864,40.0,2000,Drama,7.4,3213,zh,Taiwan,Blockbuster,Good,Low
19,"Crouching Tiger, Hidden Dragon",213525736,128078872,60.0,85446864,40.0,2000,Drama,7.4,3213,zh,USA,Blockbuster,Good,Low
19,"Crouching Tiger, Hidden Dragon",213525736,128078872,60.0,85446864,40.0,2000,Action,7.4,3213,zh,Hong Kong,Blockbuster,Good,Low
19,"Crouching Tiger, Hidden Dragon",213525736,128078872,60.0,85446864,40.0,2000,Action,7.4,3213,zh,Taiwan,Blockbuster,Good,Low
19,"Crouching Tiger, Hidden Dragon",213525736,128078872,60.0,85446864,40.0,2000,Action,7.4,3213,zh,USA,Blockbuster,Good,Low
19,"Crouching Tiger, Hidden Dragon",213525736,128078872,60.0,85446864,40.0,2000,Romance,7.4,3213,zh,Hong Kong,Blockbuster,Good,Low
19,"Crouching Tiger, Hidden Dragon",213525736,128078872,60.0,85446864,40.0,2000,Romance,7.4,3213,zh,Taiwan,Blockbuster,Good,Low
19,"Crouching Tiger, Hidden Dragon",213525736,128078872,60.0,85446864,40.0,2000,Romance,7.4,3213,zh,USA,Blockbuster,Good,Low
20,Miss Congeniality,212742720,106807667,50.2,105935053,49.8,2000,Comedy,6.5,3900,en,USA,Blockbuster,Good,Low
20,Miss Congeniality,212742720,106807667,50.2,105935053,49.8,2000,Crime,6.5,3900,en,USA,Blockbuster,Good,Low
20,Miss Congeniality,212742720,106807667,50.2,105935053,49.8,2000,Action,6.5,3900,en,USA,Blockbuster,Good,Low
21,Traffic,207515725,124115725,59.8,83400000,40.2,2000,Thriller,7.1,2156,en,USA,Blockbuster,Good,Low
21,Traffic,207515725,124115725,59.8,83400000,40.2,2000,Drama,7.1,2156,en,USA,Blockbuster,Good,Low
21,Traffic,207515725,124115725,59.8,83400000,40.2,2000,Crime,7.1,2156,en,USA,Blockbuster,Good,Low
22,Hollow Man,190213455,73209340,38.5,117004115,61.5,2000,Action,5.9,2521,en,Germany,Blockbuster,Average,Low
22,Hollow Man,190213455,73209340,38.5,117004115,61.5,2000,Action,5.9,2521,en,USA,Blockbuster,Average,Low
22,Hollow Man,190213455,73209340,38.5,117004115,61.5,2000,Science Fiction,5.9,2521,en,Germany,Blockbuster,Average,Low
22,Hollow Man,190213455,73209340,38.5,117004115,61.5,2000,Science Fiction,5.9,2521,en,USA,Blockbuster,Average,Low
22,Hollow Man,190213455,73209340,38.5,117004115,61.5,2000,Thriller,5.9,2521,en,Germany,Blockbuster,Average,Low
22,Hollow Man,190213455,73209340,38.5,117004115,61.5,2000,Thriller,5.9,2521,en,USA,Blockbuster,Average,Low
23,102 Dalmatians,183611771,66957026,36.5,116654745,63.5,2000,Family,5.5,1356,en,USA,Blockbuster,Average,Low
23,102 Dalmatians,183611771,66957026,36.5,116654745,63.5,2000,Comedy,5.5,1356,en,USA,Blockbuster,Average,Low
24,Big Momma's House,173959438,117559438,67.6,56400000,32.4,2000,Crime,5.8,2294,en,Germany,Blockbuster,Average,Low
24,Big Momma's House,173959438,117559438,67.6,56400000,32.4,2000,Crime,5.8,2294,en,USA,Blockbuster,Average,Low
24,Big Momma's House,173959438,117559438,67.6,56400000,32.4,2000,Comedy,5.8,2294,en,Germany,Blockbuster,Average,Low
24,Big Momma's House,173959438,117559438,67.6,56400000,32.4,2000,Comedy,5.8,2294,en,USA,Blockbuster,Average,Low
25,The Emperor's New Groove,169327687,89302687,52.7,80025000,47.3,2000,Adventure,7.6,6749,en,USA,Blockbuster,Good,Moderate
25,The Emperor's New Groove,169327687,89302687,52.7,80025000,47.3,2000,Animation,7.6,6749,en,USA,Blockbuster,Good,Moderate
25,The Emperor's New Groove,169327687,89302687,52.7,80025000,47.3,2000,Comedy,7.6,6749,en,USA,Blockbuster,Good,Moderate
25,The Emperor's New Groove,169327687,89302687,52.7,80025000,47.3,2000,Family,7.6,6749,en,USA,Blockbuster,Good,Moderate
25,The Emperor's New Groove,169327687,89302687,52.7,80025000,47.3,2000,Fantasy,7.6,6749,en,USA,Blockbuster,Good,Moderate
26,Nutty Professor II: The Klumps,166339890,123309890,74.1,43030000,25.9,2000,Fantasy,5.0,1306,en,USA,Blockbuster,Average,Low
26,Nutty Professor II: The Klumps,166339890,123309890,74.1,43030000,25.9,2000,Comedy,5.0,1306,en,USA,Blockbuster,Average,Low
26,Nutty Professor II: The Klumps,166339890,123309890,74.1,43030000,25.9,2000,Romance,5.0,1306,en,USA,Blockbuster,Average,Low
26,Nutty Professor II: The Klumps,166339890,123309890,74.1,43030000,25.9,2000,Science Fiction,5.0,1306,en,USA,Blockbuster,Average,Low
27,Scream 3,161834276,89143175,55.1,72691101,44.9,2000,Horror,6.0,3610,en,USA,Blockbuster,Average,Low
27,Scream 3,161834276,89143175,55.1,72691101,44.9,2000,Mystery,6.0,3610,en,USA,Blockbuster,Average,Low
28,Chocolat,152699946,71509363,46.8,81190583,53.2,2000,Comedy,7.0,3279,en,USA,Blockbuster,Good,Low
28,Chocolat,152699946,71509363,46.8,81190583,53.2,2000,Drama,7.0,3279,en,USA,Blockbuster,Good,Low
28,Chocolat,152699946,71509363,46.8,81190583,53.2,2000,Romance,7.0,3279,en,USA,Blockbuster,Good,Low
29,"Me, Myself & Irene",149270999,90570999,60.7,58700000,39.3,2000,Comedy,6.6,3857,en,USA,Blockbuster,Good,Low
30,The Beach,144056873,39785027,27.6,104271846,72.4,2000,Drama,6.5,4351,en,UK,Blockbuster,Good,Low
30,The Beach,144056873,39785027,27.6,104271846,72.4,2000,Drama,6.5,4351,en,USA,Blockbuster,Good,Low
30,The Beach,144056873,39785027,27.6,104271846,72.4,2000,Adventure,6.5,4351,en,UK,Blockbuster,Good,Low
30,The Beach,144056873,39785027,27.6,104271846,72.4,2000,Adventure,6.5,4351,en,USA,Blockbuster,Good,Low
30,The Beach,144056873,39785027,27.6,104271846,72.4,2000,Romance,6.5,4351,en,UK,Blockbuster,Good,Low
30,The Beach,144056873,39785027,27.6,104271846,72.4,2000,Romance,6.5,4351,en,USA,Blockbuster,Good,Low
30,The Beach,144056873,39785027,27.6,104271846,72.4,2000,Thriller,6.5,4351,en,UK,Blockbuster,Good,Low
30,The Beach,144056873,39785027,27.6,104271846,72.4,2000,Thriller,6.5,4351,en,USA,Blockbuster,Good,Low
31,Remember the Titans,136706683,115654751,84.6,21051932,15.4,2000,Drama,7.6,2671,en,USA,Blockbuster,Good,Low
32,Pokémon the Movie 2000,133949270,43758684,32.7,90190586,67.3,2000,Adventure,6.7,847,ja,Japan,Blockbuster,Good,Low
32,Pokémon the Movie 2000,133949270,43758684,32.7,90190586,67.3,2000,Fantasy,6.7,847,ja,Japan,Blockbuster,Good,Low
32,Pokémon the Movie 2000,133949270,43758684,32.7,90190586,67.3,2000,Animation,6.7,847,ja,Japan,Blockbuster,Good,Low
32,Pokémon the Movie 2000,133949270,43758684,32.7,90190586,67.3,2000,Science Fiction,6.7,847,ja,Japan,Blockbuster,Good,Low
32,Pokémon the Movie 2000,133949270,43758684,32.7,90190586,67.3,2000,Family,6.7,847,ja,Japan,Blockbuster,Good,Low
33,Space Cowboys,128884132,90464773,70.2,38419359,29.8,2000,Action,6.4,1357,en,USA,Blockbuster,Good,Low
33,Space Cowboys,128884132,90464773,70.2,38419359,29.8,2000,Adventure,6.4,1357,en,USA,Blockbuster,Good,Low
33,Space Cowboys,128884132,90464773,70.2,38419359,29.8,2000,Thriller,6.4,1357,en,USA,Blockbuster,Good,Low
34,U-571,127666415,77122415,60.4,50544000,39.6,2000,War,6.5,1223,en,France,Blockbuster,Good,Low
34,U-571,127666415,77122415,60.4,50544000,39.6,2000,War,6.5,1223,en,Italy,Blockbuster,Good,Low
34,U-571,127666415,77122415,60.4,50544000,39.6,2000,War,6.5,1223,en,USA,Blockbuster,Good,Low
34,U-571,127666415,77122415,60.4,50544000,39.6,2000,Action,6.5,1223,en,France,Blockbuster,Good,Low
34,U-571,127666415,77122415,60.4,50544000,39.6,2000,Action,6.5,1223,en,Italy,Blockbuster,Good,Low
34,U-571,127666415,77122415,60.4,50544000,39.6,2000,Action,6.5,1223,en,USA,Blockbuster,Good,Low
34,U-571,127666415,77122415,60.4,50544000,39.6,2000,Adventure,6.5,1223,en,France,Blockbuster,Good,Low
34,U-571,127666415,77122415,60.4,50544000,39.6,2000,Adventure,6.5,1223,en,Italy,Blockbuster,Good,Low
34,U-571,127666415,77122415,60.4,50544000,39.6,2000,Adventure,6.5,1223,en,USA,Blockbuster,Good,Low
35,The Family Man,124745083,75793305,60.8,48951778,39.2,2000,Comedy,6.8,1974,en,USA,Blockbuster,Good,Low
35,The Family Man,124745083,75793305,60.8,48951778,39.2,2000,Drama,6.8,1974,en,USA,Blockbuster,Good,Low
35,The Family Man,124745083,75793305,60.8,48951778,39.2,2000,Romance,6.8,1974,en,USA,Blockbuster,Good,Low
35,The Family Man,124745083,75793305,60.8,48951778,39.2,2000,Fantasy,6.8,1974,en,USA,Blockbuster,Good,Low
36,Road Trip,119754278,68540777,57.2,51213501,42.8,2000,Comedy,6.2,1939,en,USA,Blockbuster,Good,Low
36,Road Trip,119754278,68540777,57.2,51213501,42.8,2000,Adventure,6.2,1939,en,USA,Blockbuster,Good,Low
37,Coyote Ugly,113916474,60786269,53.4,53130205,46.6,2000,Comedy,6.3,2081,en,USA,Blockbuster,Good,Low
37,Coyote Ugly,113916474,60786269,53.4,53130205,46.6,2000,Drama,6.3,2081,en,USA,Blockbuster,Good,Low
37,Coyote Ugly,113916474,60786269,53.4,53130205,46.6,2000,Music,6.3,2081,en,USA,Blockbuster,Good,Low
37,Coyote Ugly,113916474,60786269,53.4,53130205,46.6,2000,Romance,6.3,2081,en,USA,Blockbuster,Good,Low
38,Final Destination,112880294,53331147,47.2,59549147,52.8,2000,Horror,6.6,5632,en,USA,Blockbuster,Good,Moderate
39,The Exorcist 2000 Director's Cut,112053066,39671011,35.4,72382055,64.6,2000,Unknown,6.6,0,Unknown,Unknown,Blockbuster,Good,Low
40,Mission to Mars,110983407,60883407,54.9,50100000,45.1,2000,Science Fiction,6.0,1422,en,USA,Blockbuster,Average,Low
40,Mission to Mars,110983407,60883407,54.9,50100000,45.1,2000,Adventure,6.0,1422,en,USA,Blockbuster,Average,Low
40,Mission to Mars,110983407,60883407,54.9,50100000,45.1,2000,Thriller,6.0,1422,en,USA,Blockbuster,Average,Low
41,The Kid,110317580,69691949,63.2,40625631,36.8,2000,Comedy,8.2,2109,en,USA,Blockbuster,Excellent,Low
41,The Kid,110317580,69691949,63.2,40625631,36.8,2000,Drama,8.2,2109,en,USA,Blockbuster,Excellent,Low
42,Billy Elliot,109280263,21995263,20.1,87285000,79.9,2000,Drama,7.6,3826,en,France,Blockbuster,Good,Low
42,Billy Elliot,109280263,21995263,20.1,87285000,79.9,2000,Drama,7.6,3826,en,UK,Blockbuster,Good,Low
42,Billy Elliot,109280263,21995263,20.1,87285000,79.9,2000,Drama,7.6,3826,en,USA,Blockbuster,Good,Low
42,Billy Elliot,109280263,21995263,20.1,87285000,79.9,2000,Comedy,7.6,3826,en,France,Blockbuster,Good,Low
42,Billy Elliot,109280263,21995263,20.1,87285000,79.9,2000,Comedy,7.6,3826,en,UK,Blockbuster,Good,Low
42,Billy Elliot,109280263,21995263,20.1,87285000,79.9,2000,Comedy,7.6,3826,en,USA,Blockbuster,Good,Low
42,Billy Elliot,109280263,21995263,20.1,87285000,79.9,2000,Music,7.6,3826,en,France,Blockbuster,Good,Low
42,Billy Elliot,109280263,21995263,20.1,87285000,79.9,2000,Music,7.6,3826,en,UK,Blockbuster,Good,Low
42,Billy Elliot,109280263,21995263,20.1,87285000,79.9,2000,Music,7.6,3826,en,USA,Blockbuster,Good,Low
43,Shaft,107196498,70334258,65.6,36862240,34.4,2000,Action,6.0,1271,en,Germany,Blockbuster,Good,Low
43,Shaft,107196498,70334258,65.6,36862240,34.4,2000,Action,6.0,1271,en,USA,Blockbuster,Good,Low
43,Shaft,107196498,70334258,65.6,36862240,34.4,2000,Adventure,6.0,1271,en,Germany,Blockbuster,Good,Low
43,Shaft,107196498,70334258,65.6,36862240,34.4,2000,Adventure,6.0,1271,en,USA,Blockbuster,Good,Low
43,Shaft,107196498,70334258,65.6,36862240,34.4,2000,Crime,6.0,1271,en,Germany,Blockbuster,Good,Low
43,Shaft,107196498,70334258,65.6,36862240,34.4,2000,Crime,6.0,1271,en,USA,Blockbuster,Good,Low
43,Shaft,107196498,70334258,65.6,36862240,34.4,2000,Thriller,6.0,1271,en,Germany,Blockbuster,Good,Low
43,Shaft,107196498,70334258,65.6,36862240,34.4,2000,Thriller,6.0,1271,en,USA,Blockbuster,Good,Low
44,The Whole Nine Yards,106371651,57262492,53.8,49109159,46.2,2000,Comedy,6.5,1878,en,USA,Blockbuster,Good,Low
44,The Whole Nine Yards,106371651,57262492,53.8,49109159,46.2,2000,Crime,6.5,1878,en,USA,Blockbuster,Good,Low
45,The Cell,104155843,61334059,58.9,42821784,41.1,2000,Horror,6.3,1528,en,Germany,Blockbuster,Good,Low
45,The Cell,104155843,61334059,58.9,42821784,41.1,2000,Horror,6.3,1528,en,USA,Blockbuster,Good,Low
45,The Cell,104155843,61334059,58.9,42821784,41.1,2000,Science Fiction,6.3,1528,en,Germany,Blockbuster,Good,Low
45,The Cell,104155843,61334059,58.9,42821784,41.1,2000,Science Fiction,6.3,1528,en,USA,Blockbuster,Good,Low
45,The Cell,104155843,61334059,58.9,42821784,41.1,2000,Thriller,6.3,1528,en,Germany,Blockbuster,Good,Low
45,The Cell,104155843,61334059,58.9,42821784,41.1,2000,Thriller,6.3,1528,en,USA,Blockbuster,Good,Low
46,Rugrats in Paris,103291131,76507756,74.1,26783375,25.9,2000,Family,6.6,454,en,USA,Blockbuster,Good,Low
46,Rugrats in Paris,103291131,76507756,74.1,26783375,25.9,2000,Animation,6.6,454,en,USA,Blockbuster,Good,Low
46,Rugrats in Paris,103291131,76507756,74.1,26783375,25.9,2000,Adventure,6.6,454,en,USA,Blockbuster,Good,Low
46,Rugrats in Paris,103291131,76507756,74.1,26783375,25.9,2000,Comedy,6.6,454,en,USA,Blockbuster,Good,Low
47,Shanghai Noon,99274467,56937502,57.4,42336965,42.6,2000,Adventure,6.4,2520,en,Hong Kong,Hit,Good,Low
47,Shanghai Noon,99274467,56937502,57.4,42336965,42.6,2000,Adventure,6.4,2520,en,USA,Hit,Good,Low
47,Shanghai Noon,99274467,56937502,57.4,42336965,42.6,2000,Action,6.4,2520,en,Hong Kong,Hit,Good,Low
47,Shanghai Noon,99274467,56937502,57.4,42336965,42.6,2000,Action,6.4,2520,en,USA,Hit,Good,Low
47,Shanghai Noon,99274467,56937502,57.4,42336965,42.6,2000,Comedy,6.4,2520,en,Hong Kong,Hit,Good,Low
47,Shanghai Noon,99274467,56937502,57.4,42336965,42.6,2000,Comedy,6.4,2520,en,USA,Hit,Good,Low
47,Shanghai Noon,99274467,56937502,57.4,42336965,42.6,2000,Western,6.4,2520,en,Hong Kong,Hit,Good,Low
47,Shanghai Noon,99274467,56937502,57.4,42336965,42.6,2000,Western,6.4,2520,en,USA,Hit,Good,Low
48,The Tigger Movie,96159800,45554533,47.4,50605267,52.6,2000,Animation,6.5,564,en,USA,Hit,Good,Low
48,The Tigger Movie,96159800,45554533,47.4,50605267,52.6,2000,Family,6.5,564,en,USA,Hit,Good,Low
48,The Tigger Movie,96159800,45554533,47.4,50605267,52.6,2000,Comedy,6.5,564,en,USA,Hit,Good,Low
49,The 6th Day,96085477,34604280,36.0,61481197,64.0,2000,Science Fiction,6.0,2019,en,USA,Hit,Average,Low
49,The 6th Day,96085477,34604280,36.0,61481197,64.0,2000,Science Fiction,6.0,2019,en,Canada,Hit,Average,Low
49,The 6th Day,96085477,34604280,36.0,61481197,64.0,2000,Action,6.0,2019,en,USA,Hit,Average,Low
49,The 6th Day,96085477,34604280,36.0,61481197,64.0,2000,Action,6.0,2019,en,Canada,Hit,Average,Low
49,The 6th Day,96085477,34604280,36.0,61481197,64.0,2000,Mystery,6.0,2019,en,USA,Hit,Average,Low
49,The 6th Day,96085477,34604280,36.0,61481197,64.0,2000,Mystery,6.0,2019,en,Canada,Hit,Average,Low
49,The 6th Day,96085477,34604280,36.0,61481197,64.0,2000,Drama,6.0,2019,en,USA,Hit,Average,Low
49,The 6th Day,96085477,34604280,36.0,61481197,64.0,2000,Drama,6.0,2019,en,Canada,Hit,Average,Low
50,Romeo Must Die,91036760,55973336,61.5,35063424,38.5,2000,Action,6.3,1182,en,USA,Hit,Good,Low
50,Romeo Must Die,91036760,55973336,61.5,35063424,38.5,2000,Crime,6.3,1182,en,USA,Hit,Good,Low
50,Romeo Must Die,91036760,55973336,61.5,35063424,38.5,2000,Thriller,6.3,1182,en,USA,Hit,Good,Low
51,Fantasia 2000,90874570,60655420,66.7,30219150,33.3,2000,Animation,7.0,1270,en,USA,Hit,Good,Low
51,Fantasia 2000,90874570,60655420,66.7,30219150,33.3,2000,Family,7.0,1270,en,USA,Hit,Good,Low
51,Fantasia 2000,90874570,60655420,66.7,30219150,33.3,2000,Music,7.0,1270,en,USA,Hit,Good,Low
52,Autumn in New York,90726668,37761915,41.6,52964753,58.4,2000,Drama,6.1,709,en,USA,Hit,Good,Low
52,Autumn in New York,90726668,37761915,41.6,52964753,58.4,2000,Romance,6.1,709,en,USA,Hit,Good,Low
53,Bring It On,90449929,68379000,75.6,22070929,24.4,2000,Comedy,6.2,1693,en,USA,Hit,Good,Low
54,Bedazzled,90383208,37886980,41.9,52496228,58.1,2000,Fantasy,6.1,1895,en,Germany,Hit,Good,Low
54,Bedazzled,90383208,37886980,41.9,52496228,58.1,2000,Fantasy,6.1,1895,en,USA,Hit,Good,Low
