Rank,Movie,Worldwide Revenue,Domestic Revenue,Domestic Share,Foreign Revenue,Foreign Share,Year,Genres,Rating,Vote_Count,Original_Language,Production_Countries,Performance,Rating_Category,Vote_Category
15,Ralph Breaks the Internet,529323962,201091711,38.0,328232251,62.0,2018,Animation,7.2,7573,en,USA,Blockbuster,Good,Moderate
15,Ralph Breaks the Internet,529323962,201091711,38.0,328232251,62.0,2018,Comedy,7.2,7573,en,USA,Blockbuster,Good,Moderate
15,Ralph Breaks the Internet,529323962,201091711,38.0,328232251,62.0,2018,Adventure,7.2,7573,en,USA,Blockbuster,Good,Moderate
16,The Meg,529243742,145443742,27.5,383800000,72.5,2018,Action,6.3,7651,en,China,Blockbuster,Good,Moderate
16,The Meg,529243742,145443742,27.5,383800000,72.5,2018,Action,6.3,7651,en,USA,Blockbuster,Good,Moderate
16,The Meg,529243742,145443742,27.5,383800000,72.5,2018,Science Fiction,6.3,7651,en,China,Blockbuster,Good,Moderate
16,The Meg,529243742,145443742,27.5,383800000,72.5,2018,Science Fiction,6.3,7651,en,USA,Blockbuster,Good,Moderate
16,The Meg,529243742,145443742,27.5,383800000,72.5,2018,Horror,6.3,7651,en,China,Blockbuster,Good,Moderate
16,The Meg,529243742,145443742,27.5,383800000,72.5,2018,Horror,6.3,7651,en,USA,Blockbuster,Good,Moderate
17,Hotel Transylvania 3: Summer Vacation,528583774,167510016,31.7,361073758,68.3,2018,Animation,6.9,4417,en,USA,Blockbuster,Good,Low
17,Hotel Transylvania 3: Summer Vacation,528583774,167510016,31.7,361073758,68.3,2018,Comedy,6.9,4417,en,USA,Blockbuster,Good,Low
17,Hotel Transylvania 3: Summer Vacation,528583774,167510016,31.7,361073758,68.3,2018,Family,6.9,4417,en,USA,Blockbuster,Good,Low
17,Hotel Transylvania 3: Summer Vacation,528583774,167510016,31.7,361073758,68.3,2018,Fantasy,6.9,4417,en,USA,Blockbuster,Good,Low
18,The Grinch,512453517,271478510,53.0,240975007,47.0,2018,Animation,6.9,4046,en,USA,Blockbuster,Good,Low
18,The Grinch,512453517,271478510,53.0,240975007,47.0,2018,Family,6.9,4046,en,USA,Blockbuster,Good,Low
18,The Grinch,512453517,271478510,53.0,240975007,47.0,2018,Comedy,6.9,4046,en,USA,Blockbuster,Good,Low
18,The Grinch,512453517,271478510,53.0,240975007,47.0,2018,Fantasy,6.9,4046,en,USA,Blockbuster,Good,Low
19,Bumblebee,467989645,127195589,27.2,340794056,72.8,2018,Action,6.7,6126,en,China,Blockbuster,Good,Moderate
19,Bumblebee,467989645,127195589,27.2,340794056,72.8,2018,Action,6.7,6126,en,USA,Blockbuster,Good,Moderate
19,Bumblebee,467989645,127195589,27.2,340794056,72.8,2018,Adventure,6.7,6126,en,China,Blockbuster,Good,Moderate
19,Bumblebee,467989645,127195589,27.2,340794056,72.8,2018,Adventure,6.7,6126,en,USA,Blockbuster,Good,Moderate
19,Bumblebee,467989645,127195589,27.2,340794056,72.8,2018,Science Fiction,6.7,6126,en,China,Blockbuster,Good,Moderate
19,Bumblebee,467989645,127195589,27.2,340794056,72.8,2018,Science Fiction,6.7,6126,en,USA,Blockbuster,Good,Moderate
20,Dying to Survive,451176639,0,0.0,451176639,100.0,2018,Drama,8.1,177,zh,China,Blockbuster,Excellent,Low
20,Dying to Survive,451176639,0,0.0,451176639,100.0,2018,Comedy,8.1,177,zh,China,Blockbuster,Excellent,Low
21,A Star Is Born,436388866,215288866,49.3,221100000,50.7,2018,Music,7.5,11656,en,USA,Blockbuster,Good,Popular
21,A Star Is Born,436388866,215288866,49.3,221100000,50.7,2018,Drama,7.5,11656,en,USA,Blockbuster,Good,Popular
21,A Star Is Born,436388866,215288866,49.3,221100000,50.7,2018,Romance,7.5,11656,en,USA,Blockbuster,Good,Popular
22,Rampage,428128233,101028233,23.6,327100000,76.4,2018,Action,6.5,7051,en,USA,Blockbuster,Good,Moderate
22,Rampage,428128233,101028233,23.6,327100000,76.4,2018,Adventure,6.5,7051,en,USA,Blockbuster,Good,Moderate
22,Rampage,428128233,101028233,23.6,327100000,76.4,2018,Science Fiction,6.5,7051,en,USA,Blockbuster,Good,Moderate
23,Mamma Mia! Here We Go Again,395044706,120634935,30.5,274409771,69.5,2018,Comedy,7.1,3344,en,UK,Blockbuster,Good,Low
23,Mamma Mia! Here We Go Again,395044706,120634935,30.5,274409771,69.5,2018,Comedy,7.1,3344,en,USA,Blockbuster,Good,Low
23,Mamma Mia! Here We Go Again,395044706,120634935,30.5,274409771,69.5,2018,Romance,7.1,3344,en,UK,Blockbuster,Good,Low
23,Mamma Mia! Here We Go Again,395044706,120634935,30.5,274409771,69.5,2018,Romance,7.1,3344,en,USA,Blockbuster,Good,Low
24,Solo: A Star Wars Story,392924807,213767512,54.4,179157295,45.6,2018,Science Fiction,6.6,8546,en,USA,Blockbuster,Good,Moderate
24,Solo: A Star Wars Story,392924807,213767512,54.4,179157295,45.6,2018,Adventure,6.6,8546,en,USA,Blockbuster,Good,Moderate
24,Solo: A Star Wars Story,392924807,213767512,54.4,179157295,45.6,2018,Action,6.6,8546,en,USA,Blockbuster,Good,Moderate
25,Spider-Man: Into the Spider-Verse,375582637,190241310,50.7,185341327,49.3,2018,Animation,8.4,15735,en,USA,Blockbuster,Excellent,Popular
25,Spider-Man: Into the Spider-Verse,375582637,190241310,50.7,185341327,49.3,2018,Action,8.4,15735,en,USA,Blockbuster,Excellent,Popular
25,Spider-Man: Into the Spider-Verse,375582637,190241310,50.7,185341327,49.3,2018,Adventure,8.4,15735,en,USA,Blockbuster,Excellent,Popular
25,Spider-Man: Into the Spider-Verse,375582637,190241310,50.7,185341327,49.3,2018,Science Fiction,8.4,15735,en,USA,Blockbuster,Excellent,Popular
26,Fifty Shades Freed,371985018,100407760,27.0,271577258,73.0,2018,Drama,6.7,8004,en,USA,Blockbuster,Good,Moderate
26,Fifty Shades Freed,371985018,100407760,27.0,271577258,73.0,2018,Romance,6.7,8004,en,USA,Blockbuster,Good,Moderate
27,Hello Mr. Billionaire,366961907,0,0.0,366961907,100.0,2018,Comedy,6.9,107,zh,China,Blockbuster,Good,Low
28,The Nun,366050119,117450119,32.1,248600000,67.9,2018,Horror,5.9,6675,en,USA,Blockbuster,Average,Moderate
29,Monster Hunt 2,361682618,706153,0.2,360976465,99.8,2018,Adventure,6.7,127,zh,China,Blockbuster,Good,Low
29,Monster Hunt 2,361682618,706153,0.2,360976465,99.8,2018,Adventure,6.7,127,zh,Hong Kong,Blockbuster,Good,Low
29,Monster Hunt 2,361682618,706153,0.2,360976465,99.8,2018,Comedy,6.7,127,zh,China,Blockbuster,Good,Low
29,Monster Hunt 2,361682618,706153,0.2,360976465,99.8,2018,Comedy,6.7,127,zh,Hong Kong,Blockbuster,Good,Low
29,Monster Hunt 2,361682618,706153,0.2,360976465,99.8,2018,Fantasy,6.7,127,zh,China,Blockbuster,Good,Low
29,Monster Hunt 2,361682618,706153,0.2,360976465,99.8,2018,Fantasy,6.7,127,zh,Hong Kong,Blockbuster,Good,Low
30,Peter Rabbit,351266433,115253424,32.8,236013009,67.2,2018,Animation,6.7,1772,en,Australia,Blockbuster,Good,Low
30,Peter Rabbit,351266433,115253424,32.8,236013009,67.2,2018,Animation,6.7,1772,en,USA,Blockbuster,Good,Low
30,Peter Rabbit,351266433,115253424,32.8,236013009,67.2,2018,Adventure,6.7,1772,en,Australia,Blockbuster,Good,Low
30,Peter Rabbit,351266433,115253424,32.8,236013009,67.2,2018,Adventure,6.7,1772,en,USA,Blockbuster,Good,Low
30,Peter Rabbit,351266433,115253424,32.8,236013009,67.2,2018,Family,6.7,1772,en,Australia,Blockbuster,Good,Low
30,Peter Rabbit,351266433,115253424,32.8,236013009,67.2,2018,Family,6.7,1772,en,USA,Blockbuster,Good,Low
31,Mary Poppins Returns,349537494,171958438,49.2,177579056,50.8,2018,Fantasy,6.5,3304,en,USA,Blockbuster,Good,Low
31,Mary Poppins Returns,349537494,171958438,49.2,177579056,50.8,2018,Family,6.5,3304,en,USA,Blockbuster,Good,Low
31,Mary Poppins Returns,349537494,171958438,49.2,177579056,50.8,2018,Comedy,6.5,3304,en,USA,Blockbuster,Good,Low
32,A Quiet Place,340939361,188024361,55.1,152915000,44.9,2018,Horror,7.4,14224,en,USA,Blockbuster,Good,Popular
32,A Quiet Place,340939361,188024361,55.1,152915000,44.9,2018,Drama,7.4,14224,en,USA,Blockbuster,Good,Popular
32,A Quiet Place,340939361,188024361,55.1,152915000,44.9,2018,Science Fiction,7.4,14224,en,USA,Blockbuster,Good,Popular
33,Green Book,321752656,85080171,26.4,236672485,73.6,2018,Drama,8.2,11656,en,USA,Blockbuster,Excellent,Popular
33,Green Book,321752656,85080171,26.4,236672485,73.6,2018,History,8.2,11656,en,USA,Blockbuster,Excellent,Popular
34,Skyscraper,304868961,68420120,22.4,236448841,77.6,2018,Action,6.3,4974,en,Canada,Blockbuster,Good,Low
34,Skyscraper,304868961,68420120,22.4,236448841,77.6,2018,Action,6.3,4974,en,Japan,Blockbuster,Good,Low
34,Skyscraper,304868961,68420120,22.4,236448841,77.6,2018,Action,6.3,4974,en,USA,Blockbuster,Good,Low
34,Skyscraper,304868961,68420120,22.4,236448841,77.6,2018,Thriller,6.3,4974,en,Canada,Blockbuster,Good,Low
34,Skyscraper,304868961,68420120,22.4,236448841,77.6,2018,Thriller,6.3,4974,en,Japan,Blockbuster,Good,Low
34,Skyscraper,304868961,68420120,22.4,236448841,77.6,2018,Thriller,6.3,4974,en,USA,Blockbuster,Good,Low
34,Skyscraper,304868961,68420120,22.4,236448841,77.6,2018,Adventure,6.3,4974,en,Canada,Blockbuster,Good,Low
34,Skyscraper,304868961,68420120,22.4,236448841,77.6,2018,Adventure,6.3,4974,en,Japan,Blockbuster,Good,Low
34,Skyscraper,304868961,68420120,22.4,236448841,77.6,2018,Adventure,6.3,4974,en,USA,Blockbuster,Good,Low
35,Ocean's Eight,297718711,140218711,47.1,157500000,52.9,2018,Crime,7.0,8292,en,USA,Blockbuster,Good,Moderate
35,Ocean's Eight,297718711,140218711,47.1,157500000,52.9,2018,Comedy,7.0,8292,en,USA,Blockbuster,Good,Moderate
35,Ocean's Eight,297718711,140218711,47.1,157500000,52.9,2018,Action,7.0,8292,en,USA,Blockbuster,Good,Moderate
36,Pacific Rim: Uprising,290930148,59874525,20.6,231055623,79.4,2018,Action,6.1,4947,en,USA,Blockbuster,Good,Low
36,Pacific Rim: Uprising,290930148,59874525,20.6,231055623,79.4,2018,Fantasy,6.1,4947,en,USA,Blockbuster,Good,Low
36,Pacific Rim: Uprising,290930148,59874525,20.6,231055623,79.4,2018,Science Fiction,6.1,4947,en,USA,Blockbuster,Good,Low
36,Pacific Rim: Uprising,290930148,59874525,20.6,231055623,79.4,2018,Adventure,6.1,4947,en,USA,Blockbuster,Good,Low
37,Maze Runner: The Death Cure,288175335,58032443,20.1,230142892,79.9,2018,Science Fiction,7.1,7805,en,USA,Blockbuster,Good,Moderate
37,Maze Runner: The Death Cure,288175335,58032443,20.1,230142892,79.9,2018,Action,7.1,7805,en,USA,Blockbuster,Good,Moderate
37,Maze Runner: The Death Cure,288175335,58032443,20.1,230142892,79.9,2018,Adventure,7.1,7805,en,USA,Blockbuster,Good,Moderate
37,Maze Runner: The Death Cure,288175335,58032443,20.1,230142892,79.9,2018,Thriller,7.1,7805,en,USA,Blockbuster,Good,Moderate
38,Tomb Raider,274950803,58250803,21.2,216700000,78.8,2018,Action,6.4,7791,en,Japan,Blockbuster,Good,Moderate
38,Tomb Raider,274950803,58250803,21.2,216700000,78.8,2018,Action,6.4,7791,en,UK,Blockbuster,Good,Moderate
38,Tomb Raider,274950803,58250803,21.2,216700000,78.8,2018,Action,6.4,7791,en,USA,Blockbuster,Good,Moderate
38,Tomb Raider,274950803,58250803,21.2,216700000,78.8,2018,Adventure,6.4,7791,en,Japan,Blockbuster,Good,Moderate
38,Tomb Raider,274950803,58250803,21.2,216700000,78.8,2018,Adventure,6.4,7791,en,UK,Blockbuster,Good,Moderate
38,Tomb Raider,274950803,58250803,21.2,216700000,78.8,2018,Adventure,6.4,7791,en,USA,Blockbuster,Good,Moderate
38,Tomb Raider,274950803,58250803,21.2,216700000,78.8,2018,Fantasy,6.4,7791,en,Japan,Blockbuster,Good,Moderate
38,Tomb Raider,274950803,58250803,21.2,216700000,78.8,2018,Fantasy,6.4,7791,en,UK,Blockbuster,Good,Moderate
38,Tomb Raider,274950803,58250803,21.2,216700000,78.8,2018,Fantasy,6.4,7791,en,USA,Blockbuster,Good,Moderate
39,Halloween,255485178,159342015,62.4,96143163,37.6,2018,Horror,6.6,4734,en,USA,Blockbuster,Good,Low
39,Halloween,255485178,159342015,62.4,96143163,37.6,2018,Thriller,6.6,4734,en,USA,Blockbuster,Good,Low
40,Crazy Rich Asians,239032921,174532921,73.0,64500000,27.0,2018,Comedy,7.1,3632,en,USA,Blockbuster,Good,Low
40,Crazy Rich Asians,239032921,174532921,73.0,64500000,27.0,2018,Comedy,7.1,3632,en,Hong Kong,Blockbuster,Good,Low
40,Crazy Rich Asians,239032921,174532921,73.0,64500000,27.0,2018,Romance,7.1,3632,en,USA,Blockbuster,Good,Low
40,Crazy Rich Asians,239032921,174532921,73.0,64500000,27.0,2018,Romance,7.1,3632,en,Hong Kong,Blockbuster,Good,Low
41,Smallfoot,217940103,83240103,38.2,134700000,61.8,2018,Family,6.8,1512,en,USA,Blockbuster,Good,Low
41,Smallfoot,217940103,83240103,38.2,134700000,61.8,2018,Animation,6.8,1512,en,USA,Blockbuster,Good,Low
41,Smallfoot,217940103,83240103,38.2,134700000,61.8,2018,Adventure,6.8,1512,en,USA,Blockbuster,Good,Low
41,Smallfoot,217940103,83240103,38.2,134700000,61.8,2018,Fantasy,6.8,1512,en,USA,Blockbuster,Good,Low
41,Smallfoot,217940103,83240103,38.2,134700000,61.8,2018,Comedy,6.8,1512,en,USA,Blockbuster,Good,Low
42,Creed II,214215889,115715889,54.0,98500000,46.0,2018,Drama,7.0,5427,en,USA,Blockbuster,Good,Moderate
42,Creed II,214215889,115715889,54.0,98500000,46.0,2018,Action,7.0,5427,en,USA,Blockbuster,Good,Moderate
43,Us and Them,209221380,0,0.0,209221380,100.0,2018,Drama,7.6,138,zh,China,Blockbuster,Good,Low
43,Us and Them,209221380,0,0.0,209221380,100.0,2018,Romance,7.6,138,zh,China,Blockbuster,Good,Low
44,The Island,198326350,670883,0.3,197655467,99.7,2018,Action,8.0,1,en,Nigeria,Blockbuster,Excellent,Low
44,The Island,198326350,670883,0.3,197655467,99.7,2018,Thriller,8.0,1,en,Nigeria,Blockbuster,Excellent,Low
45,Christopher Robin,197744377,99215042,50.2,98529335,49.8,2018,Adventure,7.3,2716,en,UK,Blockbuster,Good,Low
45,Christopher Robin,197744377,99215042,50.2,98529335,49.8,2018,Adventure,7.3,2716,en,USA,Blockbuster,Good,Low
45,Christopher Robin,197744377,99215042,50.2,98529335,49.8,2018,Comedy,7.3,2716,en,UK,Blockbuster,Good,Low
45,Christopher Robin,197744377,99215042,50.2,98529335,49.8,2018,Comedy,7.3,2716,en,USA,Blockbuster,Good,Low
45,Christopher Robin,197744377,99215042,50.2,98529335,49.8,2018,Family,7.3,2716,en,UK,Blockbuster,Good,Low
45,Christopher Robin,197744377,99215042,50.2,98529335,49.8,2018,Family,7.3,2716,en,USA,Blockbuster,Good,Low
45,Christopher Robin,197744377,99215042,50.2,98529335,49.8,2018,Fantasy,7.3,2716,en,UK,Blockbuster,Good,Low
45,Christopher Robin,197744377,99215042,50.2,98529335,49.8,2018,Fantasy,7.3,2716,en,USA,Blockbuster,Good,Low
46,The Equalizer 2,190400157,102084362,53.6,88315795,46.4,2018,Action,6.8,5379,en,USA,Blockbuster,Good,Moderate
46,The Equalizer 2,190400157,102084362,53.6,88315795,46.4,2018,Thriller,6.8,5379,en,USA,Blockbuster,Good,Moderate
46,The Equalizer 2,190400157,102084362,53.6,88315795,46.4,2018,Crime,6.8,5379,en,USA,Blockbuster,Good,Moderate
47,Project Gutenberg,188116796,0,0.0,188116796,100.0,2018,Action,7.0,108,cn,China,Blockbuster,Good,Low
47,Project Gutenberg,188116796,0,0.0,188116796,100.0,2018,Action,7.0,108,cn,Hong Kong,Blockbuster,Good,Low
47,Project Gutenberg,188116796,0,0.0,188116796,100.0,2018,Crime,7.0,108,cn,China,Blockbuster,Good,Low
47,Project Gutenberg,188116796,0,0.0,188116796,100.0,2018,Crime,7.0,108,cn,Hong Kong,Blockbuster,Good,Low
47,Project Gutenberg,188116796,0,0.0,188116796,100.0,2018,Mystery,7.0,108,cn,China,Blockbuster,Good,Low
47,Project Gutenberg,188116796,0,0.0,188116796,100.0,2018,Mystery,7.0,108,cn,Hong Kong,Blockbuster,Good,Low
48,The Mule,174804407,103804407,59.4,71000000,40.6,2018,Crime,6.9,4947,en,Canada,Blockbuster,Good,Low
48,The Mule,174804407,103804407,59.4,71000000,40.6,2018,Crime,6.9,4947,en,USA,Blockbuster,Good,Low
48,The Mule,174804407,103804407,59.4,71000000,40.6,2018,Drama,6.9,4947,en,Canada,Blockbuster,Good,Low
48,The Mule,174804407,103804407,59.4,71000000,40.6,2018,Drama,6.9,4947,en,USA,Blockbuster,Good,Low
49,The Nutcracker and the Four Realms,173961069,54858851,31.5,119102218,68.5,2018,Fantasy,6.1,2142,en,USA,Blockbuster,Good,Low
49,The Nutcracker and the Four Realms,173961069,54858851,31.5,119102218,68.5,2018,Adventure,6.1,2142,en,USA,Blockbuster,Good,Low
49,The Nutcracker and the Four Realms,173961069,54858851,31.5,119102218,68.5,2018,Family,6.1,2142,en,USA,Blockbuster,Good,Low
50,Insidious: The Last Key,167885588,67745330,40.4,100140258,59.6,2018,Horror,6.3,2896,en,USA,Blockbuster,Good,Low
50,Insidious: The Last Key,167885588,67745330,40.4,100140258,59.6,2018,Thriller,6.3,2896,en,USA,Blockbuster,Good,Low
51,The Predator,160542134,51024708,31.8,109517426,68.2,2018,Science Fiction,5.6,4666,en,Canada,Blockbuster,Average,Low
51,The Predator,160542134,51024708,31.8,109517426,68.2,2018,Science Fiction,5.6,4666,en,USA,Blockbuster,Average,Low
51,The Predator,160542134,51024708,31.8,109517426,68.2,2018,Action,5.6,4666,en,Canada,Blockbuster,Average,Low
51,The Predator,160542134,51024708,31.8,109517426,68.2,2018,Action,5.6,4666,en,USA,Blockbuster,Average,Low
51,The Predator,160542134,51024708,31.8,109517426,68.2,2018,Adventure,5.6,4666,en,Canada,Blockbuster,Average,Low
51,The Predator,160542134,51024708,31.8,109517426,68.2,2018,Adventure,5.6,4666,en,USA,Blockbuster,Average,Low
52,Johnny English Strikes Again,158970776,4412170,2.8,154558606,97.2,2018,Action,6.3,2476,en,UK,Blockbuster,Good,Low
52,Johnny English Strikes Again,158970776,4412170,2.8,154558606,97.2,2018,Action,6.3,2476,en,USA,Blockbuster,Good,Low
52,Johnny English Strikes Again,158970776,4412170,2.8,154558606,97.2,2018,Adventure,6.3,2476,en,UK,Blockbuster,Good,Low
52,Johnny English Strikes Again,158970776,4412170,2.8,154558606,97.2,2018,Adventure,6.3,2476,en,USA,Blockbuster,Good,Low
52,Johnny English Strikes Again,158970776,4412170,2.8,154558606,97.2,2018,Comedy,6.3,2476,en,UK,Blockbuster,Good,Low
52,Johnny English Strikes Again,158970776,4412170,2.8,154558606,97.2,2018,Comedy,6.3,2476,en,USA,Blockbuster,Good,Low
53,Red Sparrow,151572634,46874505,30.9,104698129,69.1,2018,Thriller,6.5,5958,en,USA,Blockbuster,Good,Moderate
53,Red Sparrow,151572634,46874505,30.9,104698129,69.1,2018,Mystery,6.5,5958,en,USA,Blockbuster,Good,Moderate
54,More Than Blue,142958164,722669,0.5,142235495,99.5,2018,Romance,5.4,29,zh,China,Blockbuster,Average,Low
54,More Than Blue,142958164,722669,0.5,142235495,99.5,2018,Romance,5.4,29,zh,Hong Kong,Blockbuster,Average,Low
54,More Than Blue,142958164,722669,0.5,142235495,99.5,2018,Romance,5.4,29,zh,Singapore,Blockbuster,Average,Low
54,More Than Blue,142958164,722669,0.5,142235495,99.5,2018,Romance,5.4,29,zh,Taiwan,Blockbuster,Average,Low
54,More Than Blue,142958164,722669,0.5,142235495,99.5,2018,Drama,5.4,29,zh,China,Blockbuster,Average,Low
54,More Than Blue,142958164,722669,0.5,142235495,99.5,2018,Drama,5.4,29,zh,Hong Kong,Blockbuster,Average,Low
54,More Than Blue,142958164,722669,0.5,142235495,99.5,2018,Drama,5.4,29,zh,Singapore,Blockbuster,Average,Low
54,More Than Blue,142958164,722669,0.5,142235495,99.5,2018,Drama,5.4,29,zh,Taiwan,Blockbuster,Average,Low
55,The First Purge,137056262,69488745,50.7,67567517,49.3,2018,Horror,6.0,3984,en,USA,Blockbuster,Good,Low
55,The First Purge,137056262,69488745,50.7,67567517,49.3,2018,Action,6.0,3984,en,USA,Blockbuster,Good,Low
55,The First Purge,137056262,69488745,50.7,67567517,49.3,2018,Thriller,6.0,3984,en,USA,Blockbuster,Good,Low
56,How Long Will I Love U,136796719,746933,0.5,136049786,99.5,2018,Comedy,6.4,41,zh,China,Blockbuster,Good,Low
56,How Long Will I Love U,136796719,746933,0.5,136049786,99.5,2018,Romance,6.4,41,zh,China,Blockbuster,Good,Low
56,How Long Will I Love U,136796719,746933,0.5,136049786,99.5,2018,Drama,6.4,41,zh,China,Blockbuster,Good,Low
56,How Long Will I Love U,136796719,746933,0.5,136049786,99.5,2018,Mystery,6.4,41,zh,China,Blockbuster,Good,Low
56,How Long Will I Love U,136796719,746933,0.5,136049786,99.5,2018,Fantasy,6.4,41,zh,China,Blockbuster,Good,Low
57,A Wrinkle in Time,132675864,100478608,75.7,32197256,24.3,2018,Adventure,5.1,1789,en,USA,Blockbuster,Average,Low
57,A Wrinkle in Time,132675864,100478608,75.7,32197256,24.3,2018,Science Fiction,5.1,1789,en,USA,Blockbuster,Average,Low
57,A Wrinkle in Time,132675864,100478608,75.7,32197256,24.3,2018,Family,5.1,1789,en,USA,Blockbuster,Average,Low
57,A Wrinkle in Time,132675864,100478608,75.7,32197256,24.3,2018,Fantasy,5.1,1789,en,USA,Blockbuster,Average,Low
58,The House with a Clock in Its Walls,131457147,68549695,52.1,62907452,47.9,2018,Fantasy,6.2,2152,en,Canada,Blockbuster,Good,Low
58,The House with a Clock in Its Walls,131457147,68549695,52.1,62907452,47.9,2018,Fantasy,6.2,2152,en,India,Blockbuster,Good,Low
58,The House with a Clock in Its Walls,131457147,68549695,52.1,62907452,47.9,2018,Fantasy,6.2,2152,en,USA,Blockbuster,Good,Low
58,The House with a Clock in Its Walls,131457147,68549695,52.1,62907452,47.9,2018,Family,6.2,2152,en,Canada,Blockbuster,Good,Low
58,The House with a Clock in Its Walls,131457147,68549695,52.1,62907452,47.9,2018,Family,6.2,2152,en,India,Blockbuster,Good,Low
58,The House with a Clock in Its Walls,131457147,68549695,52.1,62907452,47.9,2018,Family,6.2,2152,en,USA,Blockbuster,Good,Low
58,The House with a Clock in Its Walls,131457147,68549695,52.1,62907452,47.9,2018,Comedy,6.2,2152,en,Canada,Blockbuster,Good,Low
58,The House with a Clock in Its Walls,131457147,68549695,52.1,62907452,47.9,2018,Comedy,6.2,2152,en,India,Blockbuster,Good,Low
58,The House with a Clock in Its Walls,131457147,68549695,52.1,62907452,47.9,2018,Comedy,6.2,2152,en,USA,Blockbuster,Good,Low
59,Instant Family,120556201,67363237,55.9,53192964,44.1,2018,Comedy,7.5,2955,en,USA,Blockbuster,Good,Low
59,Instant Family,120556201,67363237,55.9,53192964,44.1,2018,Drama,7.5,2955,en,USA,Blockbuster,Good,Low
60,A Cool Fish,118153135,551876,0.5,117601259,99.5,2018,Comedy,6.9,79,zh,China,Blockbuster,Good,Low
60,A Cool Fish,118153135,551876,0.5,117601259,99.5,2018,Thriller,6.9,79,zh,China,Blockbuster,Good,Low
60,A Cool Fish,118153135,551876,0.5,117601259,99.5,2018,Crime,6.9,79,zh,China,Blockbuster,Good,Low
61,Game Night,117679066,69179066,58.8,48500000,41.2,2018,Mystery,6.9,5769,en,USA,Blockbuster,Good,Moderate
61,Game Night,117679066,69179066,58.8,48500000,41.2,2018,Comedy,6.9,5769,en,USA,Blockbuster,Good,Moderate
61,Game Night,117679066,69179066,58.8,48500000,41.2,2018,Crime,6.9,5769,en,USA,Blockbuster,Good,Moderate
62,Dragon Ball Super: Broly,115750445,30712119,26.5,85038326,73.5,2018,Action,7.9,2918,ja,Japan,Blockbuster,Good,Low
62,Dragon Ball Super: Broly,115750445,30712119,26.5,85038326,73.5,2018,Science Fiction,7.9,2918,ja,Japan,Blockbuster,Good,Low
62,Dragon Ball Super: Broly,115750445,30712119,26.5,85038326,73.5,2018,Animation,7.9,2918,ja,Japan,Blockbuster,Good,Low
63,The Monkey King 3,115084576,187074,0.2,114897502,99.8,2018,Adventure,5.5,49,zh,China,Blockbuster,Average,Low
63,The Monkey King 3,115084576,187074,0.2,114897502,99.8,2018,Adventure,5.5,49,zh,Hong Kong,Blockbuster,Average,Low
63,The Monkey King 3,115084576,187074,0.2,114897502,99.8,2018,Fantasy,5.5,49,zh,China,Blockbuster,Average,Low
63,The Monkey King 3,115084576,187074,0.2,114897502,99.8,2018,Fantasy,5.5,49,zh,Hong Kong,Blockbuster,Average,Low
63,The Monkey King 3,115084576,187074,0.2,114897502,99.8,2018,Action,5.5,49,zh,China,Blockbuster,Average,Low
63,The Monkey King 3,115084576,187074,0.2,114897502,99.8,2018,Action,5.5,49,zh,Hong Kong,Blockbuster,Average,Low
63,The Monkey King 3,115084576,187074,0.2,114897502,99.8,2018,Family,5.5,49,zh,China,Blockbuster,Average,Low
63,The Monkey King 3,115084576,187074,0.2,114897502,99.8,2018,Family,5.5,49,zh,Hong Kong,Blockbuster,Average,Low
64,First Man,105697415,44936545,42.5,60760870,57.5,2018,History,7.0,5249,en,USA,Blockbuster,Good,Moderate
64,First Man,105697415,44936545,42.5,60760870,57.5,2018,Drama,7.0,5249,en,USA,Blockbuster,Good,Moderate
65,Book Club,104438188,68566296,65.7,35871892,34.3,2018,Romance,6.2,777,en,USA,Blockbuster,Good,Low
65,Book Club,104438188,68566296,65.7,35871892,34.3,2018,Comedy,6.2,777,en,USA,Blockbuster,Good,Low
65,Book Club,104438188,68566296,65.7,35871892,34.3,2018,Drama,6.2,777,en,USA,Blockbuster,Good,Low
66,Night School,103105878,77339130,75.0,25766748,25.0,2018,Comedy,6.1,1662,en,USA,Blockbuster,Good,Low
67,Detective Conan: Zero the Enforcer,101860359,0,0.0,101860359,100.0,2018,Animation,6.2,156,ja,Japan,Blockbuster,Good,Low
67,Detective Conan: Zero the Enforcer,101860359,0,0.0,101860359,100.0,2018,Crime,6.2,156,ja,Japan,Blockbuster,Good,Low
67,Detective Conan: Zero the Enforcer,101860359,0,0.0,101860359,100.0,2018,Mystery,6.2,156,ja,Japan,Blockbuster,Good,Low
67,Detective Conan: Zero the Enforcer,101860359,0,0.0,101860359,100.0,2018,Action,6.2,156,ja,Japan,Blockbuster,Good,Low
68,Along With the Gods: The Last 49 Days,97962238,1200246,1.2,96761992,98.8,2018,Action,8.1,668,ko,South Korea,Hit,Excellent,Low
68,Along With the Gods: The Last 49 Days,97962238,1200246,1.2,96761992,98.8,2018,Adventure,8.1,668,ko,South Korea,Hit,Excellent,Low
68,Along With the Gods: The Last 49 Days,97962238,1200246,1.2,96761992,98.8,2018,Fantasy,8.1,668,ko,South Korea,Hit,Excellent,Low
68,Along With the Gods: The Last 49 Days,97962238,1200246,1.2,96761992,98.8,2018,Thriller,8.1,668,ko,South Korea,Hit,Excellent,Low
69,A Simple Favor,97644617,53548586,54.8,44096031,45.2,2018,Crime,6.6,4133,en,Canada,Hit,Good,Low
